Delay_Hours,Month,System Voltage,Consumer_Effected,System_Load (kW),Failure_Code,Location
1.1,August,11kV,95,30,C1,Location 7
0.35,August,11kV,5338,4560,C2,Location 1
0.5,August,LV,67,12,D1,Location 3
0.08,August,33kV,11480,48625,A1,Location 2
0.58,August,LV,78,14,D1,Location 6
0.17,August,33kV,11794,19465,A1,Location 4
0.45,August,11kV,2542,2056,C2,Location 4
0.43,August,11kV,11896,5572,C1,Location 3
0.15,August,11kV,4171,7667,C1,Location 3
0.28,August,11kV,11896,8557,C1,Location 3
0.3,August,11kV,4171,3833,C1,Location 3
0.58,August,LV,69,9,D2,Location 5
0.42,August,11kV,4426,4062,C1,Location 7
4.87,August,11kV,596,24,C1,Location 7
0.28,August,LV,73,39,D2,Location 6
0.33,August,LV,68,21,D2,Location 6
0.5,August,11kV,126,24,C1,Location 3
0.02,August,11kV,1736,95600,C1,Location 2
0.02,August,11kV,1736,95600,C1,Location 2
0.02,August,11kV,1736,95600,C1,Location 2
0.17,August,11kV,1736,11247,C1,Location 2
0.43,August,11kV,195,123,C1,Location 2
1,August,11kV,1468,203,C2,Location 3
0.93,August,LV,255,38,D2,Location 7
0.33,August,LV,403,203,D1,Location 7
0.57,August,11kV,4023,1161,B4,Location 1
0.5,August,11kV,296,80,C1,Location 6
1.57,August,LV,278,20,D1,Location 1
0.67,August,11kV,2,549,C1,Location 2
0.63,August,11kV,5628,2463,C1,Location 4
0.02,August,11kV,4683,67000,C1,Location 4
12.38,August,LV,278,3,D1,Location 1
0.07,August,11kV,3781,15671,C1,Location 4
0.63,August,11kV,2298,1216,C1,Location 4
0.03,August,33kV,7013,107300,A1,Location 2
0.03,August,33kV,16162,132067,A1,Location 2
0.57,August,11kV,5867,1705,C1,Location 2
0.2,August,11kV,4143,3645,C1,Location 2
0.5,August,33kV,30851,8836,A1,Location 3
0.58,August,11kV,6017,1152,C1,Location 3
3.47,August,11kV,3092,110,C1,Location 3
0.75,August,11kV,5420,795,C1,Location 3
1.92,August,11kV,7405,431,C1,Location 1
0.92,August,11kV,11896,2604,C1,Location 3
1.08,August,LV,20,9,D1,Location 4
0.25,August,LV,73,44,D1,Location 6
0.58,August,LV,70,14,D1,Location 6
0.58,August,LV,73,19,D1,Location 6
1,August,LV,43,4,D1,Location 2
4.83,August,LV,68,1,D2,Location 3
0.87,August,11kV,6772,1492,C1,Location 6
0.22,August,11kV,2427,8245,C1,Location 3
0.5,August,11kV,140,186,C1,Location 1
3.13,August,11kV,2479,87,C1,Location 3
1.25,August,11kV,9736,989,C1,Location 1
0.13,August,33kV,11909,24746,A1,Location 2
1.75,August,11kV,7405,473,B1,Location 1
0.85,August,33kV,16388,7311,A1,Location 7
1.37,August,33kV,2659,439,A1,Location 7
0.37,August,11kV,4373,2592,C1,Location 5
0.02,August,11kV,3740,39700,C1,Location 5
1.92,August,11kV,84,153,C1,Location 4
0.17,August,11kV,354,247,C1,Location 1
0.4,August,11kV,11896,5990,C1,Location 3
0.1,August,11kV,4902,8440,C1,Location 3
0.97,August,11kV,4902,870,C1,Location 3
2.38,August,33kV,16388,2611,A1,Location 7
0.42,August,LV,71,21,D1,Location 2
1.13,August,LV,232,44,D2,Location 2
3.42,August,LV,74,3,D2,Location 3
1.2,August,11kV,3227,736,C1,Location 2
1.5,August,11kV,9169,1715,C1,Location 7
0.8,August,11kV,4153,1100,C1,Location 7
1.7,August,11kV,1363,126,C1,Location 7
0.73,August,11kV,206,60,C1,Location 7
0.25,August,11kV,113,64,C1,Location 7
0.5,August,LV,74,18,D1,Location 1
0.58,August,LV,69,10,D1,Location 1
0.67,August,LV,74,15,D1,Location 1
0.22,August,LV,67,27,D1,Location 5
2.58,August,LV,75,5,D1,Location 6
0.05,August,33kV,11794,66180,A1,Location 4
0.58,August,11kV,565,733,C1,Location 3
1.42,August,33kV,17021,3175,A1,Location 6
1.92,August,11kV,3092,198,C2,Location 3
0.12,August,33kV,17021,37567,A1,Location 6
0.47,August,33kV,8731,3851,A1,Location 1
0.52,August,33kV,24039,7558,A1,Location 1
0.52,August,33kV,12368,6933,A1,Location 1
0.47,August,33kV,7405,1760,A1,Location 1
0.02,August,11kV,9744,98900,C1,Location 2
5.65,August,33kV,1355,688,A1,Location 2
0.83,August,11kV,126,14,C1,Location 3
0.17,August,11kV,127,171,C1,Location 2
1.42,August,LV,62,6,D1,Location 1
0.33,August,LV,73,27,D2,Location 6
5.2,August,LV,342,15,D1,Location 6
0.13,August,11kV,8430,14400,C1,Location 3
0.27,August,11kV,5867,3600,C1,Location 2
0.35,August,11kV,6187,4171,C1,Location 3
1.3,August,11kV,6187,1123,C1,Location 3
7.63,August,11kV,2016,41,C2,Location 3
1.22,August,11kV,2311,174,C2,Location 1
0.25,August,LV,68,28,D1,Location 3
0.28,August,11kV,5037,7532,B3,Location 2
2.23,August,11kV,2477,318,B3,Location 2
0.33,August,11kV,5037,6391,B3,Location 2
0.43,August,11kV,1994,1528,B3,Location 2
0.25,August,LV,188,168,D1,Location 2
0.33,August,LV,79,33,D1,Location 7
0.5,August,LV,72,14,D2,Location 3
0.28,August,LV,73,118,D1,Location 2
0.78,August,11kV,5338,2046,C2,Location 1
0.52,August,LV,51,12,D2,Location 5
0.12,August,33kV,30851,36817,A1,Location 3
0.15,August,33kV,13056,26593,A1,Location 7
0.05,August,33kV,8731,36200,A1,Location 1
0.67,August,11kV,123,139,C1,Location 2
0.05,August,33kV,16162,79240,A1,Location 2
0.07,August,33kV,7013,45986,A1,Location 2
0.02,August,11kV,8220,102550,C1,Location 7
1.85,August,33kV,17794,3225,A1,Location 4
1.08,August,11kV,978,290,B4,Location 4
3.87,August,11kV,765,37,B4,Location 5
0.75,August,LV,71,12,D1,Location 2
0.07,August,11kV,7048,19043,C1,Location 1
0.25,August,11kV,7048,5332,C1,Location 1
0.47,August,11kV,4217,1496,C1,Location 2
0.4,August,11kV,2714,983,C1,Location 2
0.03,August,33kV,21944,215100,A1,Location 7
0.05,August,33kV,30851,88360,A1,Location 3
0.73,August,11kV,3560,1184,C2,Location 4
0.02,August,33kV,11794,165450,A1,Location 4
0.33,August,11kV,6208,5039,B1,Location 4
0.45,August,11kV,5628,3449,B1,Location 4
0.33,August,11kV,3560,2618,B1,Location 4
0.02,August,11kV,3568,30050,C1,Location 2
0.33,August,LV,69,15,D1,Location 2
0.5,August,LV,75,24,D1,Location 6
1.18,August,33kV,7405,701,A1,Location 1
1.18,August,33kV,8731,1534,A1,Location 1
0.6,August,11kV,213,60,C1,Location 6
0.27,August,11kV,3,152,C1,Location 7
0.27,August,LV,219,115,D1,Location 5
1.05,August,33kV,25767,3299,A1,Location 1
1.13,August,33kV,19434,3971,A1,Location 4
1.62,August,33kV,17794,3683,A1,Location 4
1.32,August,33kV,14116,3302,A1,Location 3
1.5,August,33kV,2621,380,A1,Location 3
1.33,August,33kV,16994,2472,A1,Location 3
1.27,August,33kV,17384,2907,A1,Location 6
0.43,August,33kV,7934,20135,A1,Location 6
0.5,August,33kV,19667,8248,A1,Location 6
0.1,August,33kV,14513,80160,A1,Location 7
0.12,August,33kV,16388,51783,A1,Location 7
1.23,August,33kV,3088,1436,A1,Location 6
0.22,August,33kV,19667,18745,A1,Location 6
1.13,August,33kV,19667,3650,A1,Location 6
1.03,August,33kV,3088,1715,A1,Location 6
1.03,August,33kV,7934,8406,A1,Location 6
0.3,August,11kV,250,147,C1,Location 7
0.42,August,11kV,5867,2314,C1,Location 2
0.43,August,11kV,5867,2260,C1,Location 2
0.42,August,LV,72,24,D1,Location 6
0.75,August,11kV,114,73,C1,Location 2
0.58,August,11kV,114,95,C1,Location 2
0.02,August,33kV,25209,430350,A1,Location 5
0.02,August,33kV,17794,298350,A1,Location 4
0.02,August,33kV,17794,298350,A1,Location 4
0.02,August,33kV,17794,298350,A1,Location 4
0.02,August,33kV,17794,298350,A1,Location 4
0.02,August,33kV,17794,298350,A1,Location 4
0.07,August,33kV,17794,85243,A1,Location 4
0.02,August,33kV,17794,298350,A1,Location 4
0.02,August,33kV,17794,298350,A1,Location 4
0.02,August,33kV,19434,224350,A1,Location 4
0.02,August,33kV,19434,224350,A1,Location 4
0.18,August,33kV,19434,24928,A1,Location 4
0.02,August,33kV,19434,224350,A1,Location 4
0.12,August,33kV,22996,105800,A1,Location 4
1.35,August,33kV,22996,9404,A1,Location 4
0.07,August,33kV,11909,45957,A1,Location 2
0.03,August,11kV,6176,45900,C1,Location 2
1.22,August,11kV,6176,1129,C1,Location 2
0.02,August,33kV,7013,160950,A1,Location 2
0.02,August,33kV,7013,160950,A1,Location 2
0.02,August,33kV,7013,160950,A1,Location 2
0.02,August,11kV,5047,51400,C1,Location 2
0.03,August,33kV,11480,129667,A1,Location 2
0.02,August,33kV,11480,194500,A1,Location 2
0.02,August,33kV,11480,194500,A1,Location 2
0.03,August,33kV,11480,129667,A1,Location 2
0.02,August,11kV,9744,98900,C1,Location 2
0.02,August,11kV,9744,98900,C1,Location 2
0.02,August,11kV,1736,95600,C1,Location 2
0.1,August,33kV,16162,39620,A1,Location 2
0.05,August,33kV,16162,79240,A1,Location 2
0.02,August,11kV,8220,102550,C1,Location 7
0.02,August,11kV,2573,72850,C1,Location 7
0.02,August,11kV,2573,72850,C1,Location 7
0.22,August,11kV,4797,4309,C1,Location 7
0.02,August,11kV,4797,47400,C1,Location 7
0.02,August,11kV,4797,47400,C1,Location 7
0.02,August,11kV,1302,34900,C1,Location 6
0.02,August,11kV,1302,34900,C1,Location 6
0.03,August,11kV,1302,23267,C1,Location 6
0.03,August,11kV,4369,51800,C1,Location 6
0.02,August,11kV,5921,73800,C1,Location 6
0.02,August,33kV,19667,206200,A1,Location 6
1.02,August,33kV,19667,4043,A1,Location 6
0.02,August,33kV,19667,206200,A1,Location 6
0.02,August,33kV,19667,206200,A1,Location 6
0.02,August,33kV,19667,206200,A1,Location 6
0.02,August,11kV,4454,59150,C1,Location 6
0.02,August,11kV,4454,59150,C1,Location 6
0.03,August,11kV,6326,39967,C1,Location 6
0.02,August,11kV,6326,59950,C1,Location 6
0.02,August,11kV,6326,59950,C1,Location 6
0.02,August,11kV,6326,59950,C1,Location 6
0.02,August,11kV,7894,79400,C1,Location 6
0.02,August,11kV,3266,29600,C1,Location 6
0.02,August,33kV,17384,184600,A1,Location 6
0.02,August,33kV,17384,184600,A1,Location 6
0.02,August,33kV,17384,184600,A1,Location 6
0.02,August,33kV,17384,184600,A1,Location 6
0.02,August,11kV,6772,64900,C1,Location 6
0.02,August,11kV,6772,64900,C1,Location 6
0.02,August,11kV,9040,104400,C1,Location 6
0.03,August,33kV,16750,161133,A1,Location 6
0.02,August,33kV,16750,241700,A1,Location 6
0.02,August,33kV,16750,241700,A1,Location 6
0.02,August,33kV,16750,241700,A1,Location 6
1.38,August,33kV,16750,3503,A1,Location 6
0.02,August,11kV,443,64950,C1,Location 6
0.03,August,11kV,3605,49667,C1,Location 6
0.02,August,11kV,3605,74500,C1,Location 6
0.02,August,11kV,3605,74500,C1,Location 6
0.02,August,11kV,8191,64600,C1,Location 6
0.02,August,11kV,4522,59650,C1,Location 6
0.02,August,11kV,4522,59650,C1,Location 6
0.08,August,11kV,4522,14913,C1,Location 6
0.02,August,33kV,12368,180250,A1,Location 1
0.02,August,33kV,12368,180250,A1,Location 1
0.02,August,33kV,12368,180250,A1,Location 1
0.08,August,33kV,12368,45063,A1,Location 1
0.02,August,33kV,12368,180250,A1,Location 1
0.02,August,33kV,12368,180250,A1,Location 1
0.42,August,33kV,12368,8583,A1,Location 1
0.02,August,33kV,12368,180250,A1,Location 1
0.02,August,33kV,12368,180250,A1,Location 1
0.02,August,33kV,7405,41350,A1,Location 1
0.02,August,33kV,8731,90500,A1,Location 1
0.02,August,33kV,24039,196500,A1,Location 1
0.02,August,33kV,24039,196500,A1,Location 1
0.02,August,33kV,24039,196500,A1,Location 1
0.02,August,33kV,11794,165450,A1,Location 4
0.03,August,33kV,11794,110300,A1,Location 4
0.33,August,33kV,11794,10027,A1,Location 4
0.02,August,33kV,7934,432900,A1,Location 6
0.07,August,33kV,7934,123686,A1,Location 6
0.02,August,33kV,17021,225400,A1,Location 6
0.03,August,33kV,17021,150267,A1,Location 6
0.02,August,33kV,19667,206200,A1,Location 6
0.07,August,33kV,19667,58914,A1,Location 6
0.03,August,33kV,19667,137467,A1,Location 6
0.02,August,33kV,19667,206200,A1,Location 6
0.02,August,33kV,19667,206200,A1,Location 6
0.02,August,33kV,19667,206200,A1,Location 6
0.03,August,33kV,19667,137467,A1,Location 6
0.02,August,33kV,19667,206200,A1,Location 6
0.02,August,33kV,19667,206200,A1,Location 6
0.03,August,33kV,19667,137467,A1,Location 6
0.03,August,33kV,19667,137467,A1,Location 6
0.33,August,33kV,19667,12497,A1,Location 6
0.02,August,33kV,16750,241700,A1,Location 6
0.03,August,33kV,16994,109600,A1,Location 3
0.02,August,33kV,16994,164400,A1,Location 3
0.05,August,33kV,16994,65760,A1,Location 3
0.2,August,33kV,14116,21790,A1,Location 3
0.07,August,33kV,14116,62257,A1,Location 3
0.17,August,33kV,9404,14906,A1,Location 3
0.12,August,33kV,9404,21117,A1,Location 3
0.28,August,33kV,9404,9050,A1,Location 3
0.87,August,33kV,9404,2913,A1,Location 3
0.02,September,33kV,9404,126700,A1,Location 3
0.18,September,33kV,9404,14078,A1,Location 3
0.07,September,33kV,9404,36200,A1,Location 3
1.33,September,33kV,9404,1905,A1,Location 3
0.02,August,33kV,7537,158300,A1,Location 3
0.02,August,33kV,7537,158300,A1,Location 3
1.32,August,33kV,7537,2398,A1,Location 3
0.02,August,33kV,30851,220900,A1,Location 3
0.05,August,33kV,30851,88360,A1,Location 3
0.28,August,33kV,30851,15779,A1,Location 3
0.02,August,33kV,30851,220900,A1,Location 3
1.32,August,33kV,30851,3347,A1,Location 3
0.02,August,33kV,11909,160850,A1,Location 2
0.02,August,33kV,11909,160850,A1,Location 2
0.02,August,33kV,11909,160850,A1,Location 2
0.02,August,33kV,11909,160850,A1,Location 2
0.02,August,33kV,11909,160850,A1,Location 2
0.02,August,33kV,11909,160850,A1,Location 2
0.02,August,33kV,11909,160850,A1,Location 2
0.02,August,33kV,11909,160850,A1,Location 2
0.02,August,33kV,11909,160850,A1,Location 2
0.02,August,33kV,11909,160850,A1,Location 2
0.02,August,33kV,11909,160850,A1,Location 2
0.02,August,33kV,11909,160850,A1,Location 2
0.02,August,33kV,11909,160850,A1,Location 2
0.02,August,33kV,11909,160850,A1,Location 2
0.02,August,33kV,11909,160850,A1,Location 2
0.02,August,33kV,11909,160850,A1,Location 2
0.03,August,33kV,11909,107233,A1,Location 2
0.02,August,33kV,11909,160850,A1,Location 2
0.02,August,33kV,11909,160850,A1,Location 2
0.02,August,33kV,16388,310700,A1,Location 7
0.02,August,33kV,16388,310700,A1,Location 7
0.02,August,33kV,16388,310700,A1,Location 7
0.03,August,33kV,16388,207133,A1,Location 7
0.03,August,33kV,16388,207133,A1,Location 7
0.03,August,33kV,16388,207133,A1,Location 7
0.02,August,33kV,16388,310700,A1,Location 7
0.02,August,33kV,21944,322650,A1,Location 7
0.02,August,33kV,21944,322650,A1,Location 7
0.03,August,33kV,21944,215100,A1,Location 7
0.03,August,33kV,21944,215100,A1,Location 7
0.02,August,33kV,21944,322650,A1,Location 7
0.02,August,33kV,21944,322650,A1,Location 7
0.02,August,33kV,21944,322650,A1,Location 7
0.03,August,33kV,21944,215100,A1,Location 7
0.03,August,33kV,21944,215100,A1,Location 7
0.02,August,33kV,21944,322650,A1,Location 7
0.02,August,33kV,21944,322650,A1,Location 7
0.03,August,33kV,23006,193867,A1,Location 7
0.03,August,33kV,23006,193867,A1,Location 7
0.5,September,11kV,250,74,C1,Location 6
0.02,September,33kV,16388,310700,A1,Location 7
0.5,September,11kV,126,24,C1,Location 3
0.05,September,33kV,30851,88360,A1,Location 3
0.02,September,11kV,3568,30050,C1,Location 2
4.17,September,11kV,5,36,C2,Location 2
0.4,September,11kV,2302,725,C2,Location 5
0.33,September,11kV,915,333,C1,Location 6
0.5,September,11kV,269,48,C1,Location 3
0.45,September,11kV,8278,2704,C1,Location 3
0.22,September,11kV,8278,5532,C1,Location 3
0.13,September,11kV,6208,12792,C1,Location 4
0.4,September,11kV,5533,3605,C1,Location 4
0.13,September,11kV,2981,6115,C1,Location 4
0.22,September,11kV,2981,3614,C1,Location 4
0.15,September,11kV,1024,1827,C1,Location 4
0.02,September,33kV,16162,198100,A1,Location 2
0.5,September,11kV,2173,638,C1,Location 6
0.03,September,33kV,19434,149567,A1,Location 4
1.52,September,11kV,3120,736,C1,Location 7
0.83,September,11kV,1842,1289,C1,Location 3
1.42,September,11kV,5420,420,C1,Location 3
5.93,September,11kV,1841,46,C1,Location 3
0.25,September,LV,67,32,D2,Location 4
0.05,September,33kV,8731,36200,A1,Location 1
0.02,September,33kV,11480,194500,A1,Location 2
0.28,September,33kV,17021,16457,A1,Location 6
0.03,September,33kV,17021,153600,A1,Location 6
0.5,September,33kV,16388,12428,A1,Location 7
2.22,September,11kV,1257,278,B3,Location 7
0.05,September,11kV,1257,12340,B3,Location 7
0.07,September,33kV,11480,55571,A1,Location 2
0.02,September,33kV,16162,198100,A1,Location 2
0.02,September,33kV,7013,160950,A1,Location 2
0.47,September,33kV,16162,8430,A1,Location 2
0.5,September,33kV,7013,6438,A1,Location 2
0.32,September,11kV,8835,6166,C2,Location 3
0.37,September,11kV,5429,5365,C1,Location 5
0.33,September,LV,82,45,D1,Location 6
1.5,September,LV,313,40,D2,Location 6
0.58,September,LV,82,26,D2,Location 6
0.17,September,LV,69,41,D2,Location 5
0.03,September,33kV,11480,129667,A1,Location 2
0.02,September,33kV,11480,194500,A1,Location 2
0.05,September,11kV,5429,39700,C1,Location 5
0.8,September,LV,83,18,D2,Location 5
0.1,September,LV,1,190,D2,Location 6
0.23,September,11kV,565,1848,C1,Location 3
0.05,September,33kV,2621,11400,A1,Location 3
0.05,September,33kV,14116,87160,A1,Location 3
0.05,September,33kV,25767,69280,A1,Location 1
0.05,September,33kV,11794,66180,A1,Location 4
0.05,September,33kV,9404,50680,A1,Location 3
0.05,September,33kV,30851,88360,A1,Location 3
0.05,September,33kV,7013,64380,A1,Location 2
1.33,September,LV,292,38,D2,Location 5
0.58,September,LV,73,21,D1,Location 6
0.3,September,LV,69,20,D1,Location 1
0.02,September,33kV,12368,180250,A1,Location 1
0.1,September,33kV,7013,32190,A1,Location 2
1.08,September,33kV,7013,2981,A1,Location 2
0.78,September,11kV,1082,277,C2,Location 4
0.35,September,LV,67,23,D1,Location 2
0.17,September,11kV,3485,5812,C1,Location 1
4.77,September,11kV,1600,49,B4,Location 2
0.03,September,33kV,14517,267200,A1,Location 7
2.87,September,LV,77,4,D2,Location 2
0.33,September,LV,410,258,D1,Location 7
0.33,September,11kV,565,1288,C1,Location 3
0.33,September,LV,150,67,D1,Location 6
0.02,September,11kV,9744,98900,C1,Location 2
0.42,September,LV,69,19,D1,Location 2
0.6,September,11kV,1597,707,C2,Location 1
0.78,September,11kV,1585,1154,C1,Location 4
1.02,September,11kV,1585,882,C1,Location 4
0.48,September,11kV,1585,1875,C1,Location 4
0.37,September,33kV,30851,11941,A1,Location 3
0.97,September,11kV,134,127,C2,Location 2
0.53,September,11kV,764,817,C1,Location 4
2.67,September,LV,59,2,D2,Location 7
0.17,September,33kV,24039,23118,A1,Location 1
0.72,September,LV,173,71,D2,Location 5
0.28,September,LV,67,32,D1,Location 5
0.58,September,LV,59,7,D1,Location 3
0.32,September,11kV,4153,7306,C1,Location 4
0.08,September,11kV,2880,23600,C1,Location 4
0.35,September,11kV,4353,2426,C1,Location 3
0.38,September,11kV,3009,1174,C1,Location 3
0.12,September,11kV,3348,4642,C1,Location 3
1.57,September,LV,61,4,D2,Location 2
0.43,September,11kV,1585,2093,C1,Location 4
0.07,September,11kV,1042,8014,C1,Location 4
0.12,September,11kV,278,1067,C1,Location 4
0.05,September,11kV,5584,10400,B1,Location 1
0.05,September,11kV,5338,31920,B1,Location 1
0.58,September,LV,63,10,D1,Location 1
0.07,September,11kV,7954,23100,C1,Location 4
0.35,September,11kV,3986,3506,C1,Location 4
0.35,September,11kV,278,366,C1,Location 4
0.3,September,11kV,821,1557,C1,Location 4
0.27,September,33kV,14517,29689,A1,Location 7
0.27,September,33kV,16388,23015,A1,Location 7
0.83,September,LV,65,7,D1,Location 2
0.45,September,LV,317,91,D2,Location 3
1.82,September,11kV,821,257,C1,Location 4
0.23,September,11kV,795,522,B1,Location 3
0.23,September,11kV,4315,5357,B1,Location 3
0.95,September,11kV,2427,1909,B1,Location 3
0.07,September,11kV,5047,14686,C1,Location 2
0.03,September,33kV,8731,60333,A1,Location 1
0.3,September,33kV,7405,2757,A1,Location 1
0.08,September,33kV,8731,22625,A1,Location 1
0.08,September,33kV,7405,10338,A1,Location 1
2.2,September,33kV,7405,376,A1,Location 1
0.03,September,33kV,8731,60333,A1,Location 1
0.65,September,11kV,2101,1052,B4,Location 5
0.17,September,11kV,1822,1253,B3,Location 1
0.33,September,33kV,24039,11909,A1,Location 1
0.82,September,33kV,8731,2207,A1,Location 1
0.38,September,11kV,2335,621,B3,Location 1
0.83,September,LV,76,14,D2,Location 2
0.2,September,11kV,1822,1065,B3,Location 1
0.02,September,33kV,7013,160950,A1,Location 2
0.42,September,11kV,1503,1231,C1,Location 5
0.5,September,11kV,1,8,C1,Location 5
0.35,September,11kV,5293,5711,C1,Location 4
0.08,September,11kV,278,1600,C2,Location 4
0.58,September,11kV,2,10,C1,Location 7
0.62,September,33kV,16388,10023,A1,Location 7
0.62,September,33kV,1265,506,A1,Location 7
0.38,September,33kV,1265,826,A1,Location 7
0.25,September,11kV,2311,848,C2,Location 1
0.1,September,33kV,16388,62140,A1,Location 7
0.5,September,11kV,384,98,C1,Location 2
0.33,September,LV,409,242,D2,Location 6
0.45,September,11kV,8278,2704,C1,Location 3
2.22,September,11kV,685,31,C1,Location 3
0.02,September,33kV,7013,160950,A1,Location 2
0.5,September,11kV,685,138,C2,Location 3
0.23,September,LV,236,170,D2,Location 7
0.02,September,33kV,14517,400800,A1,Location 7
5.73,September,11kV,1207,279,B4,Location 7
6.83,September,LV,77,2,D2,Location 7
6.9,September,LV,79,2,D2,Location 7
0.58,September,LV,328,126,D2,Location 5
4.37,September,LV,77,3,D2,Location 7
4.43,September,LV,79,3,D2,Location 7
3.75,September,11kV,1207,427,B4,Location 7
0.3,September,11kV,4634,3630,C1,Location 1
0.83,September,11kV,1200,220,C1,Location 6
0.22,September,11kV,6680,9591,C5,Location 7
0.12,September,11kV,6653,21625,C5,Location 7
0.25,September,11kV,3,268,C1,Location 2
0.3,September,11kV,5891,8443,B3,Location 7
0.55,September,11kV,1207,2909,B3,Location 7
0.63,September,11kV,1409,889,C2,Location 7
1.25,September,LV,272,37,D2,Location 5
0.42,September,LV,1,76,D1,Location 7
0.82,September,11kV,1151,245,C2,Location 7
0.5,September,11kV,8206,2288,C1,Location 1
0.67,September,11kV,113,94,C1,Location 1
0.1,September,33kV,11909,32170,A1,Location 2
0.18,September,11kV,6017,3711,C1,Location 3
0.93,September,11kV,3092,410,C1,Location 3
0.15,September,33kV,11909,21447,A1,Location 2
0.07,September,33kV,11909,45957,A1,Location 2
0.42,September,11kV,565,1012,C1,Location 3
0.75,September,LV,266,101,D1,Location 4
0.62,September,LV,118,40,D1,Location 2
0.28,September,11kV,5867,3471,C1,Location 2
1.83,September,LV,119,9,D1,Location 6
0.92,September,11kV,731,97,C1,Location 6
0.83,September,11kV,439,94,C1,Location 7
0.42,September,11kV,1043,481,C1,Location 5
0.25,September,33kV,17794,23868,A1,Location 4
0.25,September,33kV,19434,17948,A1,Location 4
1.83,September,11kV,731,49,C2,Location 6
0.75,September,LV,119,23,D2,Location 6
0.03,September,33kV,25209,286900,A1,Location 5
